	Unnamed: 0	Unnamed: 0.1	CUI1	CUI2	Disease1	Disease2	PubMed1	PubMed2	Common_PubMed_IDs	Group Average	My Input	Target	Name Relations	Paper Relations	Concept Relation	ID Relation	Num Relations	Num Atoms	Context Type
343	343	343	C1969389	C4016282	NONSMALL CELL LUNG CANCER, SOMATIC	BREAST CANCER, SOMATIC	653	2539	42			1	1	6	0	1	0	2	False
344	344	344	C0021655	C0220989	Insulin Resistance	Acquired partial lipodystrophy	113459	168	42			3	0	25	2	0	4	24	False
345	345	345	C0085612	C0410189	Ventricular arrhythmia	Muscular Dystrophy, Emery-Dreifuss	83880	721	42			8	0	5	2	0	2	25	True
346	346	346	C0007194	C0011854	Hypertrophic Cardiomyopathy	Diabetes Mellitus, Insulin-Dependent	18881	92179	41			9	0	0	2	0	13	25	True
347	347	347	C0238462	C1833930	Medullary carcinoma of thyroid	PHEOCHROMOCYTOMA, SOMATIC	7190	236	40			7	0	16	0	0	0	3	True
348	348	348	C0238462	C1833930	Medullary carcinoma of thyroid	PHEOCHROMOCYTOMA, SOMATIC	7190	236	40			7	0	16	0	0	0	3	True
349	349	349	C0751071	C1858680	Familial Dementia	Familial encephalopathy with neuroserpin inclusion bodies	188254	51	39			6	1	76	0	0	0	10	False
350	350	350	C0007194	C0011860	Hypertrophic Cardiomyopathy	Diabetes Mellitus, Non-Insulin-Dependent	18881	142114	38			9	0	0	2	2	13	25	True
351	351	351	C0020459	C3279695	Hyperinsulinism	ATRIAL FIBRILLATION, FAMILIAL, 12	81647	14029	35			8	0	0	0	0	0	5	True
352	352	352	C0007115	C0024899	Malignant neoplasm of thyroid	Mastocytosis	67377	6995	32			7	0	0	2	0	12	25	False
353	353	353	C0002395	C0013264	Alzheimer's Disease	Muscular Dystrophy, Duchenne	139725	10808	32			10	0	0	2	2	5	25	True
354	354	354	C0039445	C3203102	Hereditary hemorrhagic telangiectasia	Idiopathic pulmonary arterial hypertension	3641	3570	32			9	0	0	2	0	4	24	True
355	355	355	C2239176	C4016033	Liver carcinoma	NONSMALL CELL LUNG CANCER, RESISTANCE TO TYROSINE KINASE INHIBITOR IN	130028	983	30			9	0	3	0	0	0	1	False
356	356	356	C1833970	C1969388	COLORECTAL CANCER, SOMATIC	HEPATOCELLULAR CARCINOMA, SOMATIC	2214	491	30			1	0	6	0	1	0	11	True
357	357	357	C0039685	C1956125	Tetralogy of Fallot	Alagille Syndrome 1	11426	886	30			9	0	3	2	0	1	9	False
358	358	358	C0006142	C0007193	Malignant neoplasm of breast	Cardiomyopathy, Dilated	309961	21868	30			5	0	0	2	0	10	25	False
359	359	359	C0040034	C0162872	Thrombocytopenia	Aortic Aneurysm, Thoracic	70120	19227	25			5	0	0	2	2	9	25	True
360	360	360	C0035334	C0339510	Retinitis Pigmentosa	Vitelliform Macular Dystrophy	10816	497	25			7	0	5	2	0	2	25	True
361	361	361	C0340970	C1859966	Congenital neutropenia	Neutropenia, Severe Congenital, Autosomal Dominant 1	680	24	24			6	1	100	0	0	0	4	False
362	362	362	C0158646	C1563720	Cleft palate with cleft lip	Kallmann Syndrome 2	15183	855	24			3	0	2	2	0	2	10	False
363	363	363	C0085584	C1836635	Encephalopathies	Loeys-Dietz Aortic Aneurysm Syndrome	600000	436	23			2	0	5	2	0	2	13	True
364	364	364	C4017453	C4311029	HEMOGLOBIN SINAI PHENOTYPE	HEMOGLOBIN YUKUHASHI-2	23	196933	23			1	1	100	0	0	0	1	True
365	365	365	C0241889	C4016054	Family history	MARFAN SYNDROME, NEONATAL	117019	429	21			9	0	4	0	0	0	3	False
366	366	366	C0027707	C0035334	Nephritis, Interstitial	Retinitis Pigmentosa	22264	10816	20			8	0	0	2	2	13	25	True
367	367	367	C0030305	C0268318	Pancreatitis	Cholestasis of pregnancy	65210	2082	19			10	0	0	2	0	3	24	True
368	368	368	C0020074	C0031511	HSAN Type IV	Pheochromocytoma	2026	21435	19			8	0	0	2	0	3	25	False
369	369	369	C0001733	C0398625	Afibrinogenemia	Protein C Deficiency	2381	1973	16			9	0	0	0	0	0	24	True
370	370	370	C0079541	C3489529	Holoprosencephaly	Tooth Agenesis, Familial	2050	3678	16			9	0	0	2	0	2	24	True
371	371	371	C0010278	C0235833	Craniosynostosis	Congenital diaphragmatic hernia	6837	6513	14			8	0	0	2	0	7	25	False
372	372	372	C0010674	C0029925	Cystic Fibrosis	Ovarian Carcinoma	49380	34444	14			7	0	0	2	2	10	24	False
373	373	373	C0751436	C1851920	Hyperphenylalaninemia, Non-Phenylketonuric	Dopa-Responsive Dystonia	6681	488	14			7	0	2	2	0	2	24	True
374	374	374	C0029925	C1851162	Ovarian Carcinoma	BLADDER CANCER, SOMATIC	34444	398	13			6	0	3	0	0	0	4	True
375	375	375	C0007196	C1860752	Restrictive cardiomyopathy	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 7	1984	232	11			1	1	4	2	0	1	3	True
376	376	376	C0037769	C0079541	West Syndrome	Holoprosencephaly	16172	2050	11			6	0	0	2	0	7	25	False
377	377	377	C0024899	C0085110	Mastocytosis	Severe Combined Immunodeficiency	6995	7990	10			8	0	0	2	2	12	25	True
378	378	378	C0000768	C1838437	Congenital Abnormality	VENOUS MALFORMATIONS, MULTIPLE CUTANEOUS AND MUCOSAL	591498	15	10			6	0	66	2	0	2	15	True
379	379	379	C0158981	C0854723	Neonatal diabetes mellitus	Retinal Dystrophies	12461	9449	9			9	0	0	2	0	1	25	True
380	380	380	C0265252	C0796237	Coffin-Lowry syndrome	Mental Retardation, X-Linked 30	226	802	9			9	0	3	2	0	0	7	True
381	381	381	C0017638	C0206686	Glioma	Adrenocortical carcinoma	87189	3369	8			8	0	0	2	2	11	24	True
382	382	382	C0036341	C0162809	Schizophrenia	Kallmann Syndrome	134381	855	8			10	0	0	2	2	15	25	False
383	383	383	C0030567	C2973725	Parkinson Disease	Pulmonary arterial hypertension	73702	19359	8			7	0	0	2	0	2	24	True
384	384	384	C0079474	C0432321	Hallopeau-Siemens Disease	Epidermolysis bullosa, pretibial	1183	8	8			1	0	100	0	1	0	20	False
385	385	385	C1836635	C3714756	Loeys-Dietz Aortic Aneurysm Syndrome	Intellectual Disability	436	97825	7			6	0	1	2	0	2	13	False
386	386	386	C1868684	C3151097	EAR, PATELLA, SHORT STATURE SYNDROME	MEIER-GORLIN SYNDROME 2	44	6	6			2	0	100	0	0	0	3	True
387	387	387	C0265234	C3551443	Branchio-Oto-Renal Syndrome	ANTERIOR SEGMENT ANOMALIES WITH OR WITHOUT CATARACT	317	70133	5			8	0	1	0	0	0	1	True
388	388	388	C0014527	C1567744	Epidermolysis Bullosa	Alport Syndrome, Autosomal Recessive	5786	2094	5			7	0	0	2	2	3	19	False
389	389	389	C0950121	C4228353	Denys-Drash Syndrome	Cardiac malformations	294	168650	5			10	0	1	0	0	0	1	False
390	390	390	C0007194	C3714934	Hypertrophic Cardiomyopathy	MYOPATHY, MYOFIBRILLAR, 3	18881	230	4			4	0	1	0	0	0	8	True
391	391	391	C0020542	C1867450	Pulmonary Hypertension	Pseudoxanthoma Elasticum, Incomplete	59448	1837	4			5	0	0	2	0	1	12	False
392	392	392	C0162809	C0346300	Kallmann Syndrome	Pituitary carcinoma	855	35065	4			10	0	0	2	0	4	25	False
393	393	393	C0086543	C0542519	Cataract	Congenital absence of kidney	68182	666	4			8	0	0	2	0	14	24	False
394	394	394	C0030305	C4272382	Pancreatitis	progressive familial intrahepatic cholestasis type 2	65210	138	4			7	0	2	0	0	0	2	True
395	395	395	C0002768	C0029422	Congenital Pain Insensitivity	Osteochondrodysplasias	653	28883	3			9	0	0	2	2	3	25	True
396	396	396	C1833929	C3888239	THYROID CARCINOMA, SPORADIC MEDULLARY	HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 1	948	104	3			2	0	2	2	1	0	1	False
397	397	397	C0694566	C3887645	Atypical Mycobacterial Infection, Disseminated	Job Syndrome	10128	2154	3			6	0	0	2	0	1	12	True
398	398	398	C0079154	C0598226	Congenital Nonbullous Ichthyosiform Erythroderma	Harlequin type ichthyosis	1097	3	3			6	0	100	2	2	2	9	True
399	399	399	C0268743	C2749604	Membranoproliferative Glomerulonephritis, Type II	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 1	3840	43	3			9	0	6	0	0	0	5	False
400	400	400	C0003076	C0020608	Aniridia	Hypodontia	1493	4163	3			8	0	0	2	0	4	24	True
401	401	401	C0000889	C0018553	Acanthosis Nigricans	Hamartoma Syndrome, Multiple	2320	1768	3			4	0	0	2	0	2	24	False
402	402	402	C0010674	C3149149	Cystic Fibrosis	COLOSTRUM SECRETION	49380	6521	3			4	0	0	0	0	0	1	False
403	403	403	C0270612	C1956125	Leukoencephalopathies	Alagille Syndrome 1	29481	886	2			8	0	0	2	0	1	9	True
404	404	404	C0035334	C0085580	Retinitis Pigmentosa	Essential Hypertension	10816	31557	2			8	0	0	2	2	13	24	True
405	405	405	C0152441	C3494506	Madelung Deformity	Pseudohypoparathyroidism, Type Ia	178	1855	2			7	0	1	2	0	4	25	False
406	406	406	C0003076	C1852759	Aniridia	Papillorenal syndrome	1493	42	2			7	0	4	0	0	0	25	False
407	407	407	C1720189	C4073107	Episodic Ataxia	Incomplete congenital stationary night blindness	502	110	2			9	0	1	0	0	0	1	True
408	408	408	C0267663	C2678346	Congenital secretory diarrhea, sodium type	Diarrhea 3, Secretory Sodium, Congenital, Syndromic	7	4	1			1	3	25	0	1	0	3	False
409	409	409	C0152021	C1864722	Congenital heart disease	Microphthalmia, Cataracts, and Iris Abnormalities	38751	87	1			4	0	1	0	0	0	3	False
410	410	410	C0751783	C1850764	Lafora Disease	EPILEPSY, PROGRESSIVE MYOCLONIC 2B	485	1	1			2	0	100	0	1	0	4	True
411	411	411	C1721007	C1840427	Pachyonychia Congenita, Type 2	PALMOPLANTAR KERATODERMA, EPIDERMOLYTIC, WITH KNUCKLE PADS	450	9	1			4	0	11	0	0	0	4	True
412	412	412	C0013336	C1969060	Dwarfism	Premature Ovarian Failure 5	17277	1141	1			5	0	0	0	0	0	5	False
413	413	413	C0020676	C1836706	Hypothyroidism	Hyperthyroidism, Nonautoimmune	42860	5	1			4	0	20	0	0	0	11	True
414	414	414	C0002312	C4284049	alpha-Thalassemia	HEMOGLOBIN BRESCIA PHENOTYPE	7139	2	1			7	0	50	0	0	0	1	False
415	415	415	C0022340	C0473219	Late-Infantile Neuronal Ceroid Lipfuscinosis	Renal hypouricemia	1984	179	1			8	0	0	2	0	1	13	True
416	416	416	C0031269	C0235833	Peutz-Jeghers Syndrome	Congenital diaphragmatic hernia	2377	6513	1			8	0	0	2	2	4	25	False
417	417	417	C0007959	C0018553	Charcot-Marie-Tooth Disease	Hamartoma Syndrome, Multiple	4570	1768	1			9	0	0	2	0	2	25	False
418	418	418	C0033847	C0268318	Pseudoxanthoma Elasticum	Cholestasis of pregnancy	1837	2082	1			7	0	0	2	0	3	24	True
419	419	419	C0238261	C0265950	Lymphedema praecox	Venous malformation	59	32747	1			10	0	1	2	0	2	24	False
420	420	420	C1858438	C2751681	COLORECTAL CANCER, SUSCEPTIBILITY TO	NEUROBLASTOMA, SUSCEPTIBILITY TO, 3	6432	239	1			9	2	0	0	0	0	3	True
421	421	421	C0019202	C0149841	Hepatolenticular Degeneration	Benign recurrent intrahepatic cholestasis	5625	242	1			7	0	0	2	0	1	20	True
422	422	422	C4284061	C4311040	Hemoglobin Q (Thailand) phenotype	HEMOGLOBIN KURASHIKI	10	74	1			3	1	10	0	1	0	1	True
423	423	423	C0079474	C0268335	Hallopeau-Siemens Disease	Ehlers-Danlos syndrome type 1	1183	585	1			10	0	0	0	0	0	23	True
424	424	424	C0026850	C2750785	Muscular Dystrophy	MUSCULAR DYSTROPHY, CONGENITAL, LMNA-RELATED	33784	1	1			9	2	100	0	0	0	6	True
425	425	425	C0028326	C0039445	Noonan Syndrome	Hereditary hemorrhagic telangiectasia	2113	3641	1			6	0	0	2	2	6	24	True
426	426	426	C0238198	C1833921	Gastrointestinal Stromal Tumors	Familial medullary thyroid carcinoma	8324	398	1			7	0	0	2	0	5	24	True
427	427	427	C0017668	C0028860	Focal glomerulosclerosis	Oculocerebrorenal Syndrome	7182	428	1			10	0	0	2	2	7	25	True
428	428	428	C1832827	C4017635	DEAFNESS, CHILDHOOD-ONSET NEUROSENSORY, AUTOSOMAL RECESSIVE 8	FH MAINE PHENOTYPE	0	1	0			4	0	0	0	0	0	1	False
429	429	429	C0238198	C1563720	Gastrointestinal Stromal Tumors	Kallmann Syndrome 2	8324	855	0			3	0	0	2	0	2	10	False
430	430	430	C0019243	C4016986	Angioedemas, Hereditary	COMPLEMENT COMPONENT 4, PARTIAL DEFICIENCY OF, DUE TO DYSFUNCTIONAL C1 INHIBITOR	933	2	0			2	0	0	0	2	0	1	False
431	431	431	C0035828	C1843140	Romano-Ward Syndrome	SEIZURES, BENIGN FAMILIAL INFANTILE, 3	345	570	0			2	0	0	2	0	2	9	True
432	432	432	C0007194	C0018133	Hypertrophic Cardiomyopathy	Graft-vs-Host Disease	18881	23684	0			3	0	0	2	0	9	25	True
433	433	433	C0027832	C1366911	Neurofibromatosis 2	Cerebral Cavernous Malformations 1	1810	904	0			4	0	0	0	0	0	3	False
434	434	434	C0004245	C1828221	Atrioventricular Block	Non dystrophic myotonia	12755	74	0			4	0	0	0	0	0	6	True
435	435	435	C4016174	C4284062	HEMOGLOBIN YUKUHASHI PHENOTYPE	Hemoglobin J (Mexico) phenotype	0	0	0			5	2	0	2	0	0	1	True
436	436	436	C1853833	C2239176	Parkinson Disease 6, Autosomal Recessive Early-Onset	Liver carcinoma	2	130028	0			6	0	0	2	0	0	11	False
437	437	437	C0005283	C3889869	beta Thalassemia	HEMOGLOBIN ROSEAU-POINTE A PITRE PHENOTYPE	14284	0	0			2	0	0	0	1	0	1	False
438	438	438	C1832702	C1851150	BRACHYDACTYLY, TYPE A2	MULTIPLE MYELOMA, SOMATIC	13	354	0			3	0	0	0	0	0	2	False
439	439	439	C0011854	C4272382	Diabetes Mellitus, Insulin-Dependent	progressive familial intrahepatic cholestasis type 2	92179	138	0			8	0	0	0	0	0	2	True
440	440	440	C0037772	C1832200	Spastic Paraplegia	Peroxisome biogenesis disorders	21054	219	0			9	0	0	0	0	0	8	True
441	441	441	C3891132	C4284269	HEMOGLOBIN MOZHAISK PHENOTYPE	HEMOGLOBIN AUCKLAND PHENOTYPE	1	0	0			4	2	0	0	0	0	1	True
442	442	442	C0035828	C0333463	Romano-Ward Syndrome	Senile Plaques	345	10879	0			7	0	0	2	0	2	20	False
443	443	443	C2720293	C4017521	MALARIA, RESISTANCE TO	HEMOGLOBIN S/O (ARAB) PHENOTYPE	12431	7	0			3	0	0	0	1	0	1	True
444	444	444	C1828221	C1854488	Non dystrophic myotonia	Spinocerebellar ataxia 13	74	20	0			8	0	0	0	0	0	6	True
445	445	445	C0238261	C0342278	Lymphedema praecox	Diabetes Mellitus, Insulin-Resistant, with Acanthosis Nigricans	59	1	0			6	0	0	2	0	1	20	True
446	446	446	C0242379	C1836635	Malignant neoplasm of lung	Loeys-Dietz Aortic Aneurysm Syndrome	261819	436	0			7	0	0	2	0	2	13	False
447	447	447	C0268362	C0403440	Osteogenesis imperfecta type III	Thin basement membrane disease	492	358	0			7	0	0	2	0	1	15	True
448	448	448	C0018553	C1832529	Hamartoma Syndrome, Multiple	HEREDITARY HEMORRHAGIC TELANGIECTASIA-RELATED PULMONARY ARTERIAL HYPERTENSION	1768	3	0			8	0	0	0	0	0	5	False
449	449	449	C0024899	C0220658	Mastocytosis	Pfeiffer Syndrome	6995	2199	0			6	0	0	2	0	4	25	True
450	450	450	C0270862	C1832680	Hemiplegic migraine	CARDIOMYOPATHY, DILATED, 1E	999	1	0			5	0	0	2	0	0	10	True
451	451	451	C0028326	C0238261	Noonan Syndrome	Lymphedema praecox	2113	59	0			5	0	0	2	2	3	24	True
452	452	452	C0010278	C0238462	Craniosynostosis	Medullary carcinoma of thyroid	6837	7190	0			6	0	0	2	0	10	25	False
453	453	453	C0039445	C4016102	Hereditary hemorrhagic telangiectasia	HYPOGONADOTROPIC HYPOGONADISM 2 WITH ANOSMIA, SUSCEPTIBILITY TO	3641	4	0			5	0	0	0	0	0	1	False
454	454	454	C1832274	C1833308	Charcot-Marie-Tooth disease, Type 2D	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE V	11	2	0			2	0	0	2	1	1	13	True
455	455	455	C1833921	C3280042	Familial medullary thyroid carcinoma	RETINITIS PIGMENTOSA 62	398	137	0			6	0	0	2	0	1	3	False
456	456	456	C0392514	C4016102	Hereditary hemochromatosis	HYPOGONADOTROPIC HYPOGONADISM 2 WITH ANOSMIA, SUSCEPTIBILITY TO	9950	4	0			7	0	0	0	0	0	1	False
457	457	457	C0079583	C4272382	Ichthyosiform Erythroderma, Congenital	progressive familial intrahepatic cholestasis type 2	1715	138	0			10	0	0	0	0	0	2	True
458	458	458	C0023931	C0241908	Lobstein's Disease	Hematuria, Benign Familial	5402	26	0			6	0	0	2	0	2	24	True
459	459	459	C2750747	C3502809	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1C	Generalized Epilepsy with Febrile Seizures Plus	0	218	0			9	0	0	0	0	0	8	True
460	460	460	C0271695	C0342384	Rabson-Mendenhall Syndrome	Idiopathic hypogonadotropic hypogonadism	214	337	0			5	0	0	2	0	2	13	True
461	461	461	C1275081	C1843256	Cardio-facio-cutaneous syndrome	IRAK4 Deficiency	248	29	0			7	0	0	0	0	0	6	False
462	462	462	C0022603	C1858439	Seborrheic keratosis	CANCER OF MULTIPLE TYPES, SUSCEPTIBILITY TO	1607	607	0			8	0	0	0	0	0	1	False
463	463	463	C0028326	C0432217	Noonan Syndrome	Wolcott-Rallison syndrome	2113	91	0			9	0	0	0	0	0	24	True
464	464	464	C4017461	C4017462	HEMOGLOBIN KNOXVILLE-1 PHENOTYPE	HEMOGLOBIN STANLEYVILLE-I PHENOTYPE	0	3633	0			5	2	0	0	1	0	1	True
465	465	465	C2675780	C3278138	EPIDERMOLYSIS BULLOSA PRURIGINOSA, AUTOSOMAL DOMINANT	FIBROCHONDROGENESIS 1	10	24	0			9	0	0	0	0	0	2	False
466	466	466	C1838163	C1860909	OSLER-RENDU-WEBER SYNDROME 2	COLON CANCER, HEREDITARY NONPOLYPOSIS, TYPE 6, SOMATIC	36	1	0			8	0	0	0	0	0	2	False
467	467	467	C3889360	C4284253	HEMOGLOBIN GREAT LAKES PHENOTYPE	HEMOGLOBIN PERSPOLIS PHENOTYPE	0	0	0			3	2	0	0	0	0	1	True
468	468	468	C0015923	C4023735	Fetal Alcohol Syndrome	Lamellar pulverulent cataract	5235	6	0			10	0	0	0	0	0	1	True
469	469	469	C3889940	C4284044	HEMOGLOBIN J (IRAN) PHENOTYPE	HEMOGLOBIN J PHENOTYPE	0	9	0			2	3	0	0	0	0	1	True
470	470	470	C1865871	C3711381	HEMANGIOMA, CAPILLARY INFANTILE	Hereditary Diffuse Leukoencephalopathy with Spheroids	98	83	0			10	0	0	0	0	0	5	True
471	471	471	C0009402	C0080024	Colorectal Carcinoma	Piebaldism	201452	334	0			3	0	0	2	0	6	25	False
472	472	472	C0342384	C1275081	Idiopathic hypogonadotropic hypogonadism	Cardio-facio-cutaneous syndrome	337	248	0			5	0	0	2	0	1	13	False
473	473	473	C0002768	C0009402	Congenital Pain Insensitivity	Colorectal Carcinoma	653	201452	0			6	0	0	2	2	3	25	False
474	474	474	C0265269	C1851150	Lacrimoauriculodentodigital syndrome	MULTIPLE MYELOMA, SOMATIC	14	354	0			2	0	0	0	1	0	2	False
475	475	475	C1838647	C4017040	RETINITIS PIGMENTOSA 12	FH LONDON 3 PHENOTYPE	10	23	0			4	0	0	0	0	0	1	False
476	476	476	C4017466	C4284471	HEMOGLOBIN ZIGUINCHOR PHENOTYPE	HEMOGLOBIN J (ROVIGO) PHENOTYPE	0	0	0			2	2	0	0	0	0	1	True
477	477	477	C1864952	C3888239	Hyperinsulinemic Hypoglycemia, Familial, 5	HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 1	47	104	0			4	0	0	2	0	0	4	False
478	478	478	C3889356	C3890753	HEMOGLOBIN SEALY PHENOTYPE	HEMOGLOBIN KURDISTAN PHENOTYPE	0	0	0			4	2	0	0	1	0	1	True
479	479	479	C0221026	C3463992	X-linked agammaglobulinemia	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 1	865	69	0			6	0	0	2	0	1	7	True
480	480	480	C0812437	C1844678	Oculo-dento-digital syndrome	Progressive hearing loss stapes fixation	22	6	0			7	0	0	2	0	1	19	False
481	481	481	C0043459	C4016757	Zellweger Syndrome	PEROXISOMAL BIOGENESIS DISORDER 3A (ZELLWEGER)	1068	0	0			4	1	0	0	0	0	1	False
482	482	482	C3891103	C3891424	HEMOGLOBIN AICHI PHENOTYPE	HEMOGLOBIN J (SARDEGNA) PHENOTYPE	0	0	0			3	2	0	0	0	0	1	True
483	483	483	C0398626	C4016986	Heparin cofactor II deficiency	COMPLEMENT COMPONENT 4, PARTIAL DEFICIENCY OF, DUE TO DYSFUNCTIONAL C1 INHIBITOR	162	2	0			10	0	0	0	0	0	1	False
484	484	484	C1853833	C3714844	Parkinson Disease 6, Autosomal Recessive Early-Onset	Pulmonary Hypertension, Primary, 1, With Hereditary Hemorrhagic Telangiectasia	2	18	0			9	0	0	2	0	0	11	True
485	485	485	C3889858	C4284511	HEMOGLOBIN RADCLIFFE PHENOTYPE	HEMOGLOBIN DIE PHENOTYPE	0	0	0			9	2	0	0	0	0	1	True
486	486	486	C1834674	C2745959	Bethlem myopathy	Spondyloepiphyseal dysplasia, congenita	170	32	0			7	0	0	2	0	0	21	False
487	487	487	C1834870	C3711371	MIRROR MOVEMENTS 1	Spastic Paraplegia Type 4	861	12	0			6	0	0	0	0	0	4	False
488	488	488	C0020305	C0917713	Hydrops Fetalis	Becker Muscular Dystrophy	3289	11109	0			7	0	0	2	2	8	24	True
489	489	489	C3891958	C4284249	HEMOGLOBIN I (INTERLAKEN) PHENOTYPE	HEMOGLOBIN OTTAWA PHENOTYPE	0	0	0			8	2	0	0	0	0	1	True
490	490	490	C2751603	C3501643	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 10	Generalized Epilepsy With Febrile Seizures Plus, Type 5	0	9	0			8	2	0	0	0	0	3	False
491	491	491	C1282971	C4016327	von Willebrand Disease, Type 2B	PEN(a)/PEN(b) ALLOANTIGEN POLYMORPHISM	444	1	0			10	0	0	0	0	0	1	False
492	492	492	C0265344	C0549473	Donohue Syndrome	Thyroid carcinoma	171	68555	0			9	0	0	2	0	0	25	False
493	493	493	C4016172	C4285059	HEMOGLOBIN S (PROVIDENCE) PHENOTYPE	HEMOGLOBIN TSURUMAI PHENOTYPE	1	0	0			9	2	0	0	1	0	1	True
494	494	494	C0039292	C1845028	Tangier Disease	ANEMIA, SIDEROBLASTIC, AND SPINOCEREBELLAR ATAXIA	742	9	0			7	0	0	0	0	0	10	True
495	495	495	C4017471	C4017524	BETA-E-THALASSEMIA	HEMOGLOBIN DRENTHE PHENOTYPE	1	0	0			8	0	0	0	1	0	1	True
496	496	496	C1275685	C3151186	Avellino corneal dystrophy	NEPHRONOPHTHISIS 12	111	86	0			10	0	0	2	0	1	3	True
497	497	497	C3890764	C4311008	HEMOGLOBIN MADRID PHENOTYPE	HEMOGLOBIN HK	0	277	0			2	1	0	0	1	0	1	True
498	498	498	C0005283	C3889901	beta Thalassemia	HEMOGLOBIN CAMPINAS PHENOTYPE	14284	0	0			6	0	0	0	0	0	1	False
499	499	499	C1832903	C1837845	MIGRAINE, SPORADIC HEMIPLEGIC	SICK SINUS SYNDROME 1, AUTOSOMAL RECESSIVE	10	5	0			6	0	0	2	0	0	5	True
